x,PRESS ALT SL,PRESS ALT 2,PRESS ALT 4,PRESS ALT 6,PRESS ALT 8,PRESS ALT 10,PRESS ALT 12,PRESS ALT 14,PRESS ALT 16
-61.785,159.7371,154.5417,149.2688,143.7262,138.5562,133.5578,128.6441,123.6805,118.82
-57.736,158.5606,153.3255,148.0148,142.7688,137.4278,132.4386,127.4911,122.5652,117.723
-53.888,157.4383,152.1707,146.8347,141.7362,136.3573,131.3527,126.3828,121.5057,116.6828
-50.128,156.3374,151.0429,145.695,140.6554,135.3118,130.2795,125.2994,120.4735,115.6699
-49.781,156.2356,150.9388,145.5907,140.5531,135.2153,130.1803,125.1998,120.3785,115.5767
-45.763,155.0549,149.7351,144.3948,139.3483,134.0984,129.0331,124.057,119.2852,114.5066
-41.663,153.8465,148.5095,143.2009,138.0967,132.9588,127.8761,122.9268,118.1892,113.4479
-40.158,153.4025,148.061,142.7691,137.6363,132.5406,127.4574,122.5281,117.7959,113.0725
-40.11,153.3882,148.0466,142.7554,137.6216,132.5272,127.444,122.5155,117.7834,113.0606
-40.101,153.3854,148.0438,142.7526,137.6186,132.5245,127.4414,122.513,117.7809,113.0583
-40.072,153.3768,148.0352,142.7443,137.6098,132.5165,127.4333,122.5055,117.7734,113.0511
-37.796,152.7044,147.359,142.0951,136.916,131.8838,126.8076,121.9273,117.1944,112.4989
-33.92,151.5577,146.2301,140.9865,135.7514,130.8053,125.7612,120.9923,116.2578,111.5883
-30.304,150.4871,145.1782,139.935,134.7015,129.798,124.8064,120.1099,115.4167,110.7568
-30.121,150.4329,145.124,139.8812,134.6496,129.7469,124.7586,120.0632,115.3737,110.7148
-30.112,150.43,145.1211,139.8783,134.6469,129.7442,124.7561,120.0607,115.3714,110.7126
-30.102,150.4272,145.1183,139.8755,134.6442,129.7415,124.7535,120.0582,115.3691,110.7104
-30.092,150.4243,145.1154,139.8727,134.6414,129.7388,124.751,120.0558,115.3668,110.7082
-30.073,150.4186,145.1097,139.867,134.636,129.7334,124.746,120.0508,115.3623,110.7038
-30.034,150.4072,145.0983,139.8556,134.6251,129.7227,124.7359,120.0409,115.3532,110.6949
-30.025,150.4043,145.0954,139.8528,134.6224,129.72,124.7334,120.0385,115.3509,110.6927
-29.784,150.333,145.024,139.7818,134.5545,129.6527,124.6706,119.9764,115.294,110.6375
-20.152,147.4827,142.168,136.9641,131.9818,127.0508,122.2575,117.4328,112.9631,108.4725
-20.103,147.4685,142.1538,136.9505,131.9693,127.0387,122.246,117.4212,112.9516,108.4621
-20.065,147.4571,142.1424,136.9395,131.9592,127.0291,122.2368,117.412,112.9423,108.4538
-20.026,147.4457,142.131,136.9286,131.9492,127.0195,122.2276,117.4027,112.9331,108.4455
-20.007,147.44,142.1254,136.9231,131.9442,127.0147,122.223,117.3981,112.9284,108.4413
-19.988,147.4343,142.1197,136.9177,131.9392,127.0099,122.2184,117.3935,112.9238,108.4371
-19.949,147.4229,142.1083,136.9068,131.9291,127.0003,122.2092,117.3842,112.9146,108.4288
-10.153,144.5899,139.3488,134.2947,129.4059,124.6696,119.9561,115.304,110.6811,106.3787
-10.085,144.5711,139.3312,134.2777,129.389,124.6534,119.9407,115.2896,110.6666,106.3646
-10.047,144.5604,139.3212,134.2681,129.3794,124.6441,119.932,115.2814,110.6583,106.3565
-10.028,144.5551,139.3162,134.2633,129.3746,124.6394,119.9276,115.2773,110.6542,106.3525
-10.018,144.5524,139.3136,134.2608,129.3722,124.6371,119.9254,115.2752,110.6521,106.3505
-9.999,144.5471,139.3086,134.256,129.3674,124.6325,119.921,115.2711,110.648,106.3464
-9.97,144.5391,139.3011,134.2488,129.3602,124.6255,119.9145,115.2649,110.6418,106.3404
-0.048,141.9031,136.8322,131.8556,126.9911,122.2092,117.6623,113.0397,108.6161,104.285
-0.019,141.8956,136.8249,131.8487,126.9844,122.2025,117.6558,113.0334,108.6103,104.2793
-0.01,141.8931,136.8225,131.8464,126.9822,122.2003,117.6536,113.0313,108.6084,104.2774
-1.42109e-14,141.8906,136.82,131.8441,126.9799,122.1981,117.6515,113.0292,108.6065,104.2755
0.029,141.8831,136.8128,131.8373,126.9733,122.1914,117.645,113.0229,108.6007,104.2698
0.058,141.8756,136.8055,131.8304,126.9666,122.1847,117.6385,113.0167,108.595,104.2641
0.067,141.8731,136.8031,131.8281,126.9643,122.1825,117.6363,113.0146,108.5931,104.2622
0.106,141.8631,136.7933,131.8189,126.9554,122.1735,117.6277,113.0062,108.5854,104.2546
9.941,139.3415,134.2878,129.4735,124.715,120.0538,115.4948,111.0267,106.6946,102.418
9.97,139.3342,134.2807,129.4666,124.7085,120.0477,115.4888,111.0211,106.6894,102.4127
9.979,139.3318,134.2784,129.4643,124.7063,120.0457,115.4868,111.0192,106.6876,102.4109
10.047,139.3149,134.2619,129.4483,124.691,120.0316,115.4728,111.0061,106.6754,102.3985
10.056,139.3125,134.2595,129.446,124.6889,120.0296,115.4708,111.0042,106.6737,102.3967
10.066,139.3101,134.2572,129.4437,124.6867,120.0275,115.4688,111.0023,106.6719,102.395
10.105,139.3004,134.2478,129.4346,124.678,120.0195,115.4608,110.9948,106.6649,102.3879
19.93,136.8955,132.0071,127.1643,122.5017,117.9681,113.4937,109.1019,104.9351,100.5967
19.949,136.8908,132.0028,127.16,122.4975,117.9641,113.49,109.0983,104.9316,100.5933
19.968,136.8862,131.9986,127.1557,122.4934,117.9602,113.4862,109.0947,104.9281,100.59
20.007,136.8769,131.9901,127.1472,122.4852,117.9523,113.4786,109.0875,104.9211,100.5833
20.036,136.8699,131.9837,127.1408,122.479,117.9463,113.4729,109.0822,104.9159,100.5783
20.055,136.8652,131.9795,127.1366,122.4749,117.9424,113.4691,109.0786,104.9124,100.5749
20.055,136.8651,131.9794,127.1365,122.4749,117.9423,113.469,109.0785,104.9123,100.5748
20.074,136.8606,131.9752,127.1323,122.4708,117.9384,113.4653,109.075,104.9089,100.5716
28.202,134.9379,130.1886,125.4147,120.8011,116.316,111.8795,107.6043,103.3774,99.2692
29.908,134.5533,129.814,125.0697,120.4591,115.9854,111.5538,107.3,103.0495,99.0084
30.054,134.5208,129.7818,125.0403,120.4298,115.9572,111.526,107.2738,103.0215,98.9859
30.073,134.5165,129.7776,125.0364,120.4259,115.9535,111.5224,107.2704,103.0178,98.9829
30.083,134.5144,129.7755,125.0344,120.424,115.9516,111.5205,107.2687,103.0159,98.9815
30.121,134.5058,129.767,125.0267,120.4163,115.9442,111.5132,107.2618,103.0085,98.9755
30.15,134.4994,129.7606,125.0209,120.4105,115.9386,111.5077,107.2566,103.003,98.9711
30.16,134.4972,129.7585,125.0189,120.4086,115.9368,111.5059,107.2549,103.0012,98.9696
32.191,134.0534,129.3122,124.6135,120.0017,115.5464,111.1235,106.8897,102.6344,98.6523
36.118,133.2257,128.4577,123.8407,119.2203,114.7986,110.3967,106.173,101.9026,98.0034
40.101,132.4069,127.6151,123.0625,118.4452,114.0475,109.6691,105.4463,101.1287,97.2872
40.129,132.401,127.6091,123.0568,118.4397,114.0421,109.6638,105.4411,101.1231,97.2818
40.139,132.399,127.6071,123.0549,118.4378,114.0402,109.662,105.4394,101.1212,97.28
40.178,132.3911,127.5991,123.0474,118.4305,114.033,109.655,105.4324,101.1137,97.2727
40.245,132.3773,127.5851,123.0342,118.4176,114.0204,109.6427,105.4202,101.1005,97.2601
44.198,131.5658,126.7791,122.2592,117.683,113.2897,108.9202,104.7129,100.3285,96.4926
48.094,130.7669,126.0023,121.4935,116.9867,112.57,108.1989,104.024,99.5662,95.6926
50.176,130.3413,125.5901,121.0837,116.6166,112.1783,107.8066,103.6576,99.1582,95.2503
50.302,130.3157,125.5653,121.059,116.5942,112.1547,107.7828,103.6355,99.1336,95.2234
52.085,129.9527,125.2118,120.7079,116.273,111.818,107.4416,103.3225,98.7839,94.8371
56.135,129.1323,124.4049,119.9108,115.5191,111.0517,106.6464,102.6137,97.9896,93.9398
60.146,128.3229,123.6056,119.1224,114.7337,110.2911,105.8255,101.9136,97.2024,93.0275

x,PRESS ALT -2
64.099,132.249
62.708,132.5269
61.317,132.8049
59.926,133.0828
58.535,133.3608
57.144,133.6389
55.753,133.9169
54.362,134.1949
52.971,134.473
51.58,134.751
50.189,135.029
48.823,135.3274
47.457,135.6261
46.091,135.9247
44.725,136.2234
43.358,136.522
41.992,136.8207
40.626,137.1193
39.271,137.4264
37.92,137.7369
36.569,138.0475
35.219,138.358
33.868,138.6686
32.517,138.9791
31.166,139.2897
29.815,139.5999
28.461,139.9081
27.108,140.2163
25.754,140.5245
24.4,140.8327
23.046,141.1409
21.692,141.4491
20.338,141.7573
19.018,142.0899
17.706,142.4277
16.394,142.7656
15.081,143.1034
13.769,143.4413
12.456,143.7791
11.144,144.117
9.834,144.4566
8.535,144.8036
7.236,145.1505
5.938,145.4974
4.639,145.8444
3.34,146.1913
2.041,146.5382
0.742,146.8852
-0.554,147.2335
-1.847,147.584
-3.141,147.9345
-4.434,148.285
-5.727,148.6355
-7.02,148.986
-8.314,149.3365
-9.607,149.687
-10.875,150.0529
-12.128,150.4279
-13.381,150.8028
-14.634,151.1778
-15.887,151.5527
-17.14,151.9277
-18.394,152.3026
-19.647,152.6776
-20.894,153.0561
-22.138,153.4362
-23.382,153.8163
-24.626,154.1963
