x,best-climb
79.985,135.0926
86.949,135.0926
97.288,141.2963
121.355,154.8148
174.481,184.4444

x,flaps-up
79.985,135
99.807,134.8148
138.854,155.0926
174.879,170.7407

x,min-flaps-up
79.985,135.0926
138.914,134.9074
159.422,144.3519
174.938,150.9259
